service_id,service_type_id,client_name,hours,service_date,service_time,hourly_rate,total_revenue,branch_id,department,service_description,Country,Region,Day_nbr,Day_name,weekend,Day,Month,Year,Hour,Periods per day,Season,Revenue_Level,Weeks
584,9,Myers PLC,7,11/1/2023,21:37:15,1500,10500,AM,Audit,Market Analysis,United States,Americas,11,Thursday,No,Thursday - 11,January,2023,21,Night,Winter,High,Week 2
590,2,Cervantes-Sandoval,8,19/11/2023,23:38:39,900,7200,AM,Tax,Quarterly Review,United States,Americas,19,Friday,No,Friday - 19,November,2023,23,Night,Autumn,High,Week 3
591,3,Ramos Ltd,4,20/11/2023,0:46:05,600,2400,AM,Audit,Strategy Consulting,United States,Americas,20,Saturday,Weekend,Saturday - 20,November,2023,0,Midnight and After,Autumn,Medium,Week 3
596,7,"Bowman, Landry and R",3,16/08/2023,22:28:29,900,2700,AM,Management,Legal Consultation,United States,Americas,16,Tuesday,No,Tuesday - 16,August,2023,22,Night,Summer,Medium,Week 3
600,9,"Murray, Anderson and",6,21/06/2023,7:28:28,1200,7200,AM,Management,Annual Tax Filing,United States,Americas,21,Sunday,Weekend,Sunday - 21,June,2023,7,Morning,Summer,High,Week 3
605,8,"Shepard, Ortiz and G",6,24/08/2023,5:47:38,1200,7200,AM,Audit,Annual Tax Filing,United States,Americas,24,Wednesday,No,Wednesday - 24,August,2023,5,Midnight and After,Summer,High,Week 4
609,3,Byrd PLC,8,29/12/2023,1:41:16,1500,12000,AM,Management,Quarterly Review,United States,Americas,29,Monday,No,Monday - 29,December,2023,1,Midnight and After,Winter,High,Week 4
610,8,Romero-Blair,2,11/12/2023,14:55:11,1500,3000,AM,Advisory,Legal Consultation,United States,Americas,11,Thursday,No,Thursday - 11,December,2023,14,Afternoon,Winter,Medium,Week 2
624,1,Peterson Inc,3,4/12/2023,18:17:19,900,2700,AM,Audit,Legal Consultation,United States,Americas,04,Thursday,No,Thursday - 04,December,2023,18,Evening,Winter,Medium,Week 1
629,3,"Johnson, Morales and",8,16/06/2023,21:17:48,300,2400,AM,Management,Market Analysis,United States,Americas,16,Tuesday,No,Tuesday - 16,June,2023,21,Night,Summer,Medium,Week 3
632,3,Gray-Barron,4,9/4/2023,4:13:25,900,3600,AM,Management,Legal Consultation,United States,Americas,09,Tuesday,No,Tuesday - 09,April,2023,4,Midnight and After,Spring,High,Week 2
635,3,Ortega LLC,4,7/3/2023,6:43:09,600,2400,AM,Legal,Legal Consultation,United States,Americas,07,Sunday,Weekend,Sunday - 07,March,2023,6,Morning,Spring,Medium,Week 1
645,4,Bowman-Hansen,3,6/8/2023,12:16:41,900,2700,AM,Legal,Legal Consultation,United States,Americas,06,Saturday,Weekend,Saturday - 06,August,2023,12,Midday/Noon,Summer,Medium,Week 1
646,4,Perez-Fleming,6,19/09/2023,0:28:33,1500,9000,AM,Management,Strategy Consulting,United States,Americas,19,Friday,No,Friday - 19,September,2023,0,Midnight and After,Autumn,High,Week 3
647,1,"Dougherty, Smith and",3,25/03/2023,19:26:28,1500,4500,AM,Audit,Annual Tax Filing,United States,Americas,25,Thursday,No,Thursday - 25,March,2023,19,Evening,Spring,High,Week 4
650,6,"Wagner, Jones and Ri",5,14/10/2023,2:52:29,1200,6000,AM,Tax,Quarterly Review,United States,Americas,14,Sunday,Weekend,Sunday - 14,October,2023,2,Midnight and After,Autumn,High,Week 2
651,4,Burch LLC,2,30/07/2023,13:57:34,1500,3000,AM,Legal,Legal Consultation,United States,Americas,30,Tuesday,No,Tuesday - 30,July,2023,13,Midday/Noon,Summer,Medium,Week 4
671,8,Russell Ltd,8,2/8/2023,13:38:19,1200,9600,AM,Advisory,Legal Consultation,United States,Americas,02,Tuesday,No,Tuesday - 02,August,2023,13,Midday/Noon,Summer,High,Week 1
673,3,"Dixon, Harris and Al",1,26/04/2023,1:07:48,600,600,AM,Management,Annual Tax Filing,United States,Americas,26,Friday,No,Friday - 26,April,2023,1,Midnight and After,Spring,Low,Week 4
688,3,"Sharp, Garcia and Ha",8,26/05/2023,3:22:41,1500,12000,AM,Management,Market Analysis,United States,Americas,26,Friday,No,Friday - 26,May,2023,3,Midnight and After,Spring,High,Week 4
689,7,Bass-Schmidt,7,11/2/2023,6:16:20,1500,10500,AM,Tax,Annual Tax Filing,United States,Americas,11,Thursday,No,Thursday - 11,February,2023,6,Morning,Winter,High,Week 2
690,3,"Cantu, Dunn and Whit",2,27/06/2023,17:55:16,600,1200,AM,Tax,Market Analysis,United States,Americas,27,Saturday,Weekend,Saturday - 27,June,2023,17,Afternoon,Summer,Low,Week 4
700,8,"Gross, Johnson and M",8,7/5/2023,2:22:35,300,2400,AM,Legal,Quarterly Review,United States,Americas,07,Sunday,Weekend,Sunday - 07,May,2023,2,Midnight and After,Spring,Medium,Week 1
707,3,Chen-Cunningham,7,21/07/2023,16:00:03,1200,8400,AM,Advisory,Strategy Consulting,United States,Americas,21,Sunday,Weekend,Sunday - 21,July,2023,16,Afternoon,Summer,High,Week 3
709,6,Duncan LLC,4,2/8/2023,9:14:10,300,1200,AM,Audit,Quarterly Review,United States,Americas,02,Tuesday,No,Tuesday - 02,August,2023,9,Morning,Summer,Low,Week 1
711,4,"Curry, Armstrong and",2,23/07/2023,2:12:54,600,1200,AM,Advisory,Legal Consultation,United States,Americas,23,Tuesday,No,Tuesday - 23,July,2023,2,Midnight and After,Summer,Low,Week 4
713,8,Newman-Lopez,5,17/03/2023,19:02:53,900,4500,AM,Management,Annual Tax Filing,United States,Americas,17,Wednesday,No,Wednesday - 17,March,2023,19,Evening,Spring,High,Week 3
715,3,Anderson-Bradley,4,3/7/2023,6:12:32,1200,4800,AM,Legal,Strategy Consulting,United States,Americas,03,Wednesday,No,Wednesday - 03,July,2023,6,Morning,Summer,High,Week 1
718,8,Bailey-Parrish,1,4/7/2023,22:04:48,1500,1500,AM,Management,Annual Tax Filing,United States,Americas,04,Thursday,No,Thursday - 04,July,2023,22,Night,Summer,Low,Week 1
722,7,Smith Group,4,16/06/2023,7:58:48,1200,4800,AM,Tax,Market Analysis,United States,Americas,16,Tuesday,No,Tuesday - 16,June,2023,7,Morning,Summer,High,Week 3
723,1,Lopez-Burns,4,20/08/2023,12:15:50,1200,4800,AM,Management,Market Analysis,United States,Americas,20,Saturday,Weekend,Saturday - 20,August,2023,12,Midday/Noon,Summer,High,Week 3
724,2,Perkins and Sons,1,21/01/2023,19:14:45,1500,1500,AM,Audit,Strategy Consulting,United States,Americas,21,Sunday,Weekend,Sunday - 21,January,2023,19,Evening,Winter,Low,Week 3
727,5,"Davis, Sanders and H",3,19/05/2023,12:13:22,900,2700,AM,Audit,Quarterly Review,United States,Americas,19,Friday,No,Friday - 19,May,2023,12,Midday/Noon,Spring,Medium,Week 3
734,9,Caldwell-Webb,3,29/01/2023,2:14:27,1200,3600,AM,Tax,Legal Consultation,United States,Americas,29,Monday,No,Monday - 29,January,2023,2,Midnight and After,Winter,High,Week 4
735,2,Simpson-Peck,4,27/10/2023,8:47:44,1200,4800,AM,Management,Strategy Consulting,United States,Americas,27,Saturday,Weekend,Saturday - 27,October,2023,8,Morning,Autumn,High,Week 4
749,3,Brown-Pena,1,15/08/2023,15:52:11,300,300,AM,Advisory,Legal Consultation,United States,Americas,15,Monday,No,Monday - 15,August,2023,15,Afternoon,Summer,Low,Week 3
752,1,"Williams, Brown and ",2,18/10/2023,17:52:43,300,600,AM,Tax,Legal Consultation,United States,Americas,18,Thursday,No,Thursday - 18,October,2023,17,Afternoon,Autumn,Low,Week 3
753,5,Burton PLC,2,20/07/2023,23:42:13,1200,2400,AM,Audit,Strategy Consulting,United States,Americas,20,Saturday,Weekend,Saturday - 20,July,2023,23,Night,Summer,Medium,Week 3
754,1,"Green, Kelly and Hug",2,3/8/2023,20:23:37,1200,2400,AM,Legal,Market Analysis,United States,Americas,03,Wednesday,No,Wednesday - 03,August,2023,20,Evening,Summer,Medium,Week 1
757,5,"Mitchell, Weaver and",1,3/3/2023,21:50:38,300,300,AM,Tax,Annual Tax Filing,United States,Americas,03,Wednesday,No,Wednesday - 03,March,2023,21,Night,Spring,Low,Week 1
762,1,Williams LLC,8,26/06/2023,3:40:43,1500,12000,AM,Tax,Legal Consultation,United States,Americas,26,Friday,No,Friday - 26,June,2023,3,Midnight and After,Summer,High,Week 4
767,9,Lopez Inc,4,27/05/2023,13:52:16,900,3600,AM,Legal,Legal Consultation,United States,Americas,27,Saturday,Weekend,Saturday - 27,May,2023,13,Midday/Noon,Spring,High,Week 4
770,5,Garrison-Norris,2,20/07/2023,9:31:30,1500,3000,AM,Management,Strategy Consulting,United States,Americas,20,Saturday,Weekend,Saturday - 20,July,2023,9,Morning,Summer,Medium,Week 3
773,6,Holland-Reilly,4,9/12/2023,10:17:21,600,2400,AM,Advisory,Market Analysis,United States,Americas,09,Tuesday,No,Tuesday - 09,December,2023,10,Morning,Winter,Medium,Week 2
781,1,"Sanchez, Quinn and E",4,22/11/2023,12:12:19,1500,6000,AM,Audit,Quarterly Review,United States,Americas,22,Monday,No,Monday - 22,November,2023,12,Midday/Noon,Autumn,High,Week 4
785,1,"Leonard, Peterson an",8,14/10/2023,9:37:42,300,2400,AM,Legal,Quarterly Review,United States,Americas,14,Sunday,Weekend,Sunday - 14,October,2023,9,Morning,Autumn,Medium,Week 2
788,3,"Cowan, Anderson and ",4,13/08/2023,14:31:37,300,1200,AM,Tax,Quarterly Review,United States,Americas,13,Saturday,Weekend,Saturday - 13,August,2023,14,Afternoon,Summer,Low,Week 2
794,2,"Clayton, Odom and Ch",4,11/7/2023,20:30:41,300,1200,AM,Tax,Market Analysis,United States,Americas,11,Thursday,No,Thursday - 11,July,2023,20,Evening,Summer,Low,Week 2
799,6,Holmes Inc,1,19/10/2023,1:22:41,900,900,AM,Tax,Annual Tax Filing,United States,Americas,19,Friday,No,Friday - 19,October,2023,1,Midnight and After,Autumn,Low,Week 3
801,4,Davis Group,2,23/12/2023,7:34:31,1200,2400,AM,Audit,Market Analysis,United States,Americas,23,Tuesday,No,Tuesday - 23,December,2023,7,Morning,Winter,Medium,Week 4
802,6,Crawford and Sons,7,4/8/2023,7:29:40,600,4200,AM,Management,Annual Tax Filing,United States,Americas,04,Thursday,No,Thursday - 04,August,2023,7,Morning,Summer,High,Week 1
805,5,West Inc,2,8/6/2023,15:06:52,900,1800,AM,Legal,Strategy Consulting,United States,Americas,08,Monday,No,Monday - 08,June,2023,15,Afternoon,Summer,Medium,Week 2
806,1,Cole-Maxwell,2,12/12/2023,7:58:30,1500,3000,AM,Management,Quarterly Review,United States,Americas,12,Friday,No,Friday - 12,December,2023,7,Morning,Winter,Medium,Week 2
808,4,Williams-Wilson,3,25/10/2023,17:05:45,900,2700,AM,Legal,Market Analysis,United States,Americas,25,Thursday,No,Thursday - 25,October,2023,17,Afternoon,Autumn,Medium,Week 4
810,9,"Parrish, Phillips an",3,8/4/2023,10:12:28,300,900,AM,Tax,Strategy Consulting,United States,Americas,08,Monday,No,Monday - 08,April,2023,10,Morning,Spring,Low,Week 2
813,9,"Luna, Thomas and Whi",8,13/09/2023,17:44:58,600,4800,AM,Advisory,Market Analysis,United States,Americas,13,Saturday,Weekend,Saturday - 13,September,2023,17,Afternoon,Autumn,High,Week 2
818,4,"Campbell, Williams a",2,7/4/2023,22:13:59,600,1200,AM,Audit,Legal Consultation,United States,Americas,07,Sunday,Weekend,Sunday - 07,April,2023,22,Night,Spring,Low,Week 1
825,8,Byrd Ltd,1,22/09/2023,20:36:02,1500,1500,AM,Tax,Market Analysis,United States,Americas,22,Monday,No,Monday - 22,September,2023,20,Evening,Autumn,Low,Week 4
826,7,Ramirez Group,7,22/03/2023,14:46:20,1500,10500,AM,Legal,Annual Tax Filing,United States,Americas,22,Monday,No,Monday - 22,March,2023,14,Afternoon,Spring,High,Week 4
827,4,Fleming Ltd,7,17/04/2023,22:56:07,900,6300,AM,Audit,Legal Consultation,United States,Americas,17,Wednesday,No,Wednesday - 17,April,2023,22,Night,Spring,High,Week 3
832,4,"Bruce, Ortega and Tu",8,19/02/2023,14:39:06,1200,9600,AM,Audit,Annual Tax Filing,United States,Americas,19,Friday,No,Friday - 19,February,2023,14,Afternoon,Winter,High,Week 3
836,6,Perez-Harrison,7,7/9/2023,11:47:45,1500,10500,AM,Tax,Strategy Consulting,United States,Americas,07,Sunday,Weekend,Sunday - 07,September,2023,11,Morning,Autumn,High,Week 1
838,6,"Parker, Tyler and Wi",4,19/07/2023,16:13:37,300,1200,AM,Management,Annual Tax Filing,United States,Americas,19,Friday,No,Friday - 19,July,2023,16,Afternoon,Summer,Low,Week 3
846,3,"Thompson, Strickland",1,19/08/2023,9:04:00,1500,1500,AM,Legal,Annual Tax Filing,United States,Americas,19,Friday,No,Friday - 19,August,2023,9,Morning,Summer,Low,Week 3
850,9,"Baker, Gray and Blac",4,13/08/2023,18:07:51,1200,4800,AM,Legal,Annual Tax Filing,United States,Americas,13,Saturday,Weekend,Saturday - 13,August,2023,18,Evening,Summer,High,Week 2
856,6,Castillo-Marshall,5,12/7/2023,3:50:35,300,1500,AM,Management,Strategy Consulting,United States,Americas,12,Friday,No,Friday - 12,July,2023,3,Midnight and After,Summer,Low,Week 2
859,9,"Carter, Johnson and ",2,23/11/2023,7:54:23,600,1200,AM,Advisory,Quarterly Review,United States,Americas,23,Tuesday,No,Tuesday - 23,November,2023,7,Morning,Autumn,Low,Week 4
863,1,Rodriguez Ltd,5,23/01/2023,6:57:58,900,4500,AM,Advisory,Market Analysis,United States,Americas,23,Tuesday,No,Tuesday - 23,January,2023,6,Morning,Winter,High,Week 4
868,4,Johnson LLC,8,10/3/2023,21:24:02,300,2400,AM,Tax,Strategy Consulting,United States,Americas,10,Wednesday,No,Wednesday - 10,March,2023,21,Night,Spring,Medium,Week 2
872,6,Kelley-Murray,2,7/10/2023,16:53:36,600,1200,AM,Advisory,Annual Tax Filing,United States,Americas,07,Sunday,Weekend,Sunday - 07,October,2023,16,Afternoon,Autumn,Low,Week 1
873,1,Phillips PLC,6,4/5/2023,1:23:10,300,1800,AM,Management,Annual Tax Filing,United States,Americas,04,Thursday,No,Thursday - 04,May,2023,1,Midnight and After,Spring,Medium,Week 1
874,8,Parrish and Sons,2,28/08/2023,18:57:23,1500,3000,AM,Advisory,Annual Tax Filing,United States,Americas,28,Sunday,Weekend,Sunday - 28,August,2023,18,Evening,Summer,Medium,Week 4
876,6,Garcia Inc,1,25/01/2023,6:11:44,600,600,AM,Legal,Annual Tax Filing,United States,Americas,25,Thursday,No,Thursday - 25,January,2023,6,Morning,Winter,Low,Week 4
880,2,Scott-Smith,2,14/07/2023,1:39:56,1200,2400,AM,Audit,Legal Consultation,United States,Americas,14,Sunday,Weekend,Sunday - 14,July,2023,1,Midnight and After,Summer,Medium,Week 2
881,4,"Cummings, Summers an",6,20/10/2023,10:49:00,600,3600,AM,Advisory,Legal Consultation,United States,Americas,20,Saturday,Weekend,Saturday - 20,October,2023,10,Morning,Autumn,High,Week 3
887,9,Little and Sons,4,29/01/2023,18:29:39,1500,6000,AM,Management,Legal Consultation,United States,Americas,29,Monday,No,Monday - 29,January,2023,18,Evening,Winter,High,Week 4
890,2,Edwards and Sons,6,9/2/2023,11:47:32,1500,9000,AM,Legal,Market Analysis,United States,Americas,09,Tuesday,No,Tuesday - 09,February,2023,11,Morning,Winter,High,Week 2
902,8,Price LLC,7,21/01/2023,10:39:21,300,2100,AM,Management,Quarterly Review,United States,Americas,21,Sunday,Weekend,Sunday - 21,January,2023,10,Morning,Winter,Medium,Week 3
916,6,Lambert-Diaz,7,9/7/2023,6:39:23,600,4200,AM,Audit,Strategy Consulting,United States,Americas,09,Tuesday,No,Tuesday - 09,July,2023,6,Morning,Summer,High,Week 2
925,4,"Proctor, Garcia and ",4,18/09/2023,4:15:17,900,3600,AM,Audit,Market Analysis,United States,Americas,18,Thursday,No,Thursday - 18,September,2023,4,Midnight and After,Autumn,High,Week 3
929,9,"Martin, Mccormick an",3,26/01/2023,16:05:55,1500,4500,AM,Advisory,Quarterly Review,United States,Americas,26,Friday,No,Friday - 26,January,2023,16,Afternoon,Winter,High,Week 4
940,5,Wilcox-Hernandez,7,2/10/2023,9:32:21,1500,10500,AM,Audit,Quarterly Review,United States,Americas,02,Tuesday,No,Tuesday - 02,October,2023,9,Morning,Autumn,High,Week 1
952,5,Zamora PLC,5,5/3/2023,2:58:40,600,3000,AM,Legal,Market Analysis,United States,Americas,05,Friday,No,Friday - 05,March,2023,2,Midnight and After,Spring,Medium,Week 1
955,2,"Wilcox, Brown and St",6,23/04/2023,19:53:56,900,5400,AM,Legal,Market Analysis,United States,Americas,23,Tuesday,No,Tuesday - 23,April,2023,19,Evening,Spring,High,Week 4
956,1,Powell-Stevenson,3,18/10/2023,16:53:55,1200,3600,AM,Management,Quarterly Review,United States,Americas,18,Thursday,No,Thursday - 18,October,2023,16,Afternoon,Autumn,High,Week 3
962,1,Mcclain Ltd,6,31/08/2023,3:42:09,1200,7200,AM,Audit,Legal Consultation,United States,Americas,31,Wednesday,No,Wednesday - 31,August,2023,3,Midnight and After,Summer,High,Week 4
969,7,"Myers, Mclaughlin an",7,9/7/2023,21:33:25,900,6300,AM,Tax,Legal Consultation,United States,Americas,09,Tuesday,No,Tuesday - 09,July,2023,21,Night,Summer,High,Week 2
972,8,Wright-Hanna,8,19/10/2023,20:53:14,600,4800,AM,Advisory,Quarterly Review,United States,Americas,19,Friday,No,Friday - 19,October,2023,20,Evening,Autumn,High,Week 3
974,2,Ryan-Warner,3,26/06/2023,6:00:05,900,2700,AM,Management,Annual Tax Filing,United States,Americas,26,Friday,No,Friday - 26,June,2023,6,Morning,Summer,Medium,Week 4
977,1,"Norris, Larson and R",4,18/09/2023,17:10:51,1500,6000,AM,Advisory,Market Analysis,United States,Americas,18,Thursday,No,Thursday - 18,September,2023,17,Afternoon,Autumn,High,Week 3
978,7,Lloyd Ltd,2,23/10/2023,5:59:52,900,1800,AM,Advisory,Legal Consultation,United States,Americas,23,Tuesday,No,Tuesday - 23,October,2023,5,Midnight and After,Autumn,Medium,Week 4
979,5,Atkinson and Sons,4,16/09/2023,17:11:33,600,2400,AM,Legal,Annual Tax Filing,United States,Americas,16,Tuesday,No,Tuesday - 16,September,2023,17,Afternoon,Autumn,Medium,Week 3
980,8,Allen-Smith,8,25/06/2023,13:59:20,900,7200,AM,Audit,Quarterly Review,United States,Americas,25,Thursday,No,Thursday - 25,June,2023,13,Midday/Noon,Summer,High,Week 4
981,5,"Wilson, French and C",1,25/11/2023,5:44:22,900,900,AM,Audit,Market Analysis,United States,Americas,25,Thursday,No,Thursday - 25,November,2023,5,Midnight and After,Autumn,Low,Week 4
985,4,"Henson, Harvey and L",2,22/02/2023,18:22:08,1200,2400,AM,Tax,Annual Tax Filing,United States,Americas,22,Monday,No,Monday - 22,February,2023,18,Evening,Winter,Medium,Week 4
1001,8,Smith-Galvan,7,2/11/2023,10:59:30,300,2100,AM,Management,Strategy Consulting,United States,Americas,02,Tuesday,No,Tuesday - 02,November,2023,10,Morning,Autumn,Medium,Week 1
1004,8,Wood LLC,8,1/9/2023,23:45:23,1200,9600,AM,Legal,Market Analysis,United States,Americas,01,Monday,No,Monday - 01,September,2023,23,Night,Autumn,High,Week 1
1009,7,Kirby Ltd,4,23/11/2023,20:10:40,300,1200,AM,Legal,Legal Consultation,United States,Americas,23,Tuesday,No,Tuesday - 23,November,2023,20,Evening,Autumn,Low,Week 4
1014,7,"Cox, Johnston and Co",3,29/06/2023,1:27:41,1500,4500,AM,Advisory,Legal Consultation,United States,Americas,29,Monday,No,Monday - 29,June,2023,1,Midnight and After,Summer,High,Week 4
1015,9,Mendoza Ltd,6,28/06/2023,6:49:04,600,3600,AM,Audit,Annual Tax Filing,United States,Americas,28,Sunday,Weekend,Sunday - 28,June,2023,6,Morning,Summer,High,Week 4
1016,3,Wilson Inc,6,5/7/2023,17:39:04,900,5400,AM,Legal,Strategy Consulting,United States,Americas,05,Friday,No,Friday - 05,July,2023,17,Afternoon,Summer,High,Week 1
1017,7,"Phillips, Harding an",1,4/5/2023,5:53:57,900,900,AM,Legal,Annual Tax Filing,United States,Americas,04,Thursday,No,Thursday - 04,May,2023,5,Midnight and After,Spring,Low,Week 1
1018,2,Adams-Gregory,4,3/5/2023,14:27:51,300,1200,AM,Legal,Quarterly Review,United States,Americas,03,Wednesday,No,Wednesday - 03,May,2023,14,Afternoon,Spring,Low,Week 1
1020,7,"Wyatt, Mahoney and V",4,8/9/2023,10:15:47,900,3600,AM,Management,Quarterly Review,United States,Americas,08,Monday,No,Monday - 08,September,2023,10,Morning,Autumn,High,Week 2
1033,3,Massey Ltd,2,2/5/2023,6:53:40,900,1800,AM,Legal,Legal Consultation,United States,Americas,02,Tuesday,No,Tuesday - 02,May,2023,6,Morning,Spring,Medium,Week 1
1037,7,Clark Inc,4,19/12/2023,2:49:42,600,2400,AM,Legal,Strategy Consulting,United States,Americas,19,Friday,No,Friday - 19,December,2023,2,Midnight and After,Winter,Medium,Week 3
1042,1,Gomez and Sons,6,11/8/2023,14:37:22,1500,9000,AM,Advisory,Annual Tax Filing,United States,Americas,11,Thursday,No,Thursday - 11,August,2023,14,Afternoon,Summer,High,Week 2
1044,5,"Turner, Avery and St",6,29/11/2023,22:20:31,1500,9000,AM,Management,Legal Consultation,United States,Americas,29,Monday,No,Monday - 29,November,2023,22,Night,Autumn,High,Week 4
1054,3,Odom-Fitzgerald,2,21/08/2023,5:01:13,900,1800,AM,Management,Annual Tax Filing,United States,Americas,21,Sunday,Weekend,Sunday - 21,August,2023,5,Midnight and After,Summer,Medium,Week 3
1056,3,Shelton and Sons,8,15/05/2023,14:56:03,900,7200,AM,Audit,Market Analysis,United States,Americas,15,Monday,No,Monday - 15,May,2023,14,Afternoon,Spring,High,Week 3
1059,8,"Meyer, Rivera and Se",1,9/7/2023,6:53:48,600,600,AM,Audit,Annual Tax Filing,United States,Americas,09,Tuesday,No,Tuesday - 09,July,2023,6,Morning,Summer,Low,Week 2
1066,4,"Thomas, Edwards and ",2,25/10/2023,15:28:37,1200,2400,AM,Tax,Annual Tax Filing,United States,Americas,25,Thursday,No,Thursday - 25,October,2023,15,Afternoon,Autumn,Medium,Week 4
